557;15.6;15.6;9.5
529;15.6;15.6;9.5
282;15.6;15.6;9.5
187;9.5;9.5;9.5
677;15.6;15.6;9.5
896;0.0;15.6;9.5
655;15.6;15.6;9.5
125;9.5;9.5;9.5
911;0.0;15.6;9.5
1056;0.0;15.6;9.5
1457;0.0;15.6;9.5
1145;0.0;15.6;9.5
738;0.0;15.6;9.5
311;15.6;15.6;9.5
770;0.0;15.6;9.5
1364;0.0;15.6;9.5
1596;0.0;15.6;9.5
1026;0.0;15.6;9.5
92;9.5;9.5;9.5
373;15.6;15.6;9.5
154;9.5;9.5;9.5
801;0.0;15.6;9.5
863;0.0;15.6;9.5
498;15.6;15.6;9.5
329;15.6;15.6;9.5
1300;0.0;15.6;9.5
1551;0.0;15.6;9.5
1425;0.0;15.6;9.5
1330;0.0;15.6;9.5
465;15.6;15.6;9.5
1581;0.0;15.6;9.5
830;0.0;15.6;9.5
247;15.6;15.6;9.5
1393;0.0;15.6;9.5
591;15.6;15.6;9.5
1517;0.0;15.6;9.5
1173;0.0;15.6;9.5
84;9.5;9.5;9.5
55;9.5;9.5;9.5
91;9.5;9.5;9.5
76;9.5;9.5;9.5
439;15.6;15.6;9.5
1241;0.0;15.6;9.5
408;15.6;15.6;9.5
1491;0.0;15.6;9.5
1272;0.0;15.6;9.5
710;15.6;15.6;9.5
948;0.0;15.6;9.5
220;15.6;9.5;9.5
1209;0.0;15.6;9.5
626;15.6;15.6;9.5
57;9.5;9.5;9.5
93;9.5;9.5;9.5
58;9.5;9.5;9.5
64;9.5;9.5;9.5
53;9.5;9.5;9.5
62;9.5;9.5;9.5
58;9.5;9.5;9.5
56;9.5;9.5;9.1
61;9.1;9.1;9.1
66;9.1;9.1;9.1
74;9.1;9.1;9.1
54;9.1;9.1;9.1
67;9.1;9.1;9.1
60;9.1;9.1;9.1
60;9.1;9.1;9.1
96;9.1;9.1;9.1
74;9.1;9.1;9.1
68;9.1;9.1;9.1
68;9.1;9.1;9.1
60;9.1;9.1;9.1
54;9.1;9.1;9.1
60;9.1;9.1;9.1
58;9.1;9.1;9.1
59;9.1;9.1;8.0
55;9.1;8.0;8.0
71;8.0;8.0;8.0
55;8.0;8.0;8.0
62;8.0;8.0;8.0
65;8.0;8.0;8.0
95;8.0;8.0;8.0
89;8.0;8.0;8.0
72;8.0;8.0;8.0
55;8.0;8.0;8.0
64;8.0;8.0;8.0
67;8.0;8.0;8.0
55;8.0;8.0;8.0
68;8.0;8.0;8.0
65;8.0;8.0;8.0
68;8.0;8.0;8.0
53;8.0;8.0;15.3
59;8.0;15.3;15.3
58;15.3;15.3;15.3
67;15.3;15.3;15.3
54;15.3;15.3;15.3
58;15.3;15.3;15.3
64;15.3;15.3;15.3
74;15.3;15.3;15.3
80;15.3;15.3;15.3
57;15.3;15.3;15.3
58;15.3;15.3;15.3
99;15.3;15.3;15.3
68;15.3;15.3;15.3
74;15.3;15.3;15.3
82;15.3;15.3;15.3
62;15.3;15.3;15.3
62;15.3;15.3;8.1
52;15.3;15.3;8.1
63;8.1;8.1;8.1
80;8.1;8.1;8.1
62;8.1;8.1;8.1
78;8.1;8.1;8.1
63;8.1;8.1;8.1
53;8.1;8.1;8.1
67;8.1;8.1;8.1
60;8.1;8.1;8.1
70;8.1;8.1;8.1
54;8.1;8.1;8.1
52;8.1;8.1;8.1
61;8.1;8.1;8.1
64;8.1;8.1;8.1
80;8.1;8.1;8.1
53;8.1;8.1;8.1
67;8.1;8.1;5.5
70;8.1;5.5;5.5
79;5.5;5.5;5.5
65;5.5;5.5;5.5
64;5.5;5.5;5.5
58;5.5;5.5;5.5
52;5.5;5.5;5.5
72;5.5;5.5;5.5
55;5.5;5.5;5.5
71;5.5;5.5;5.5
72;5.5;5.5;5.5
65;5.5;5.5;5.5
71;5.5;5.5;5.5
53;5.5;5.5;5.5
59;5.5;5.5;5.5
54;5.5;5.5;5.5
58;5.5;5.5;10.9
70;5.5;10.9;10.9
61;10.9;10.9;10.9
75;10.9;10.9;10.9
67;10.9;10.9;10.9
56;10.9;10.9;10.9
75;10.9;10.9;10.9
55;10.9;10.9;10.9
67;10.9;10.9;10.9
66;10.9;10.9;10.9
59;10.9;10.9;10.9
79;10.9;10.9;10.9
73;10.9;10.9;10.9
62;10.9;10.9;10.9
